year,stname,numbirth_hispnativeb_nonmex,numbirth_hisp_nonmexican_nativeb,numbirth_hispforb_other,numbirth_hispforb_mex,numbirth_hisp_mexican_nativeb,numbirth_educ_miss_hispforb,numbirth_gtc_hispforb,numbirth_ba_hispforb,numbirth_somecoll_hispforb,numbirth_hsgrad_hispforb,numbirth_lesshs_hispforb,numbirth_hisp_nonnativeb3544,numbirth_hisp_nonnativeb2534,numbirth_hisp_nonnativeb2024,numbirth_hisp_nonnativeb1519,numbirth_hisp_missnativeb,numbirth_hisp_nonnativeb,numbirth_hisp_nativeb,numbirth_educ_miss_hisp_3544,numbirth_gtc_hisp_3544,numbirth_ba_hisp_3544,numbirth_somecoll_hisp_3544,numbirth_hsgrad_hisp_3544,numbirth_lesshs_hisp_3544,numbirth_educ_miss_hisp_2534,numbirth_gtc_hisp_2534,numbirth_ba_hisp_2534,numbirth_somecoll_hisp_2534,numbirth_hsgrad_hisp_2534,numbirth_lesshs_hisp_2534,numbirth_educ_miss_hisp_2024,numbirth_gtc_hisp_2024,numbirth_ba_hisp_2024,numbirth_somecoll_hisp_2024,numbirth_hsgrad_hisp_2024,numbirth_lesshs_hisp_2024,numbirth_educ_miss_hisp_1519,numbirth_gtc_hisp_1519,numbirth_ba_hisp_1519,numbirth_somecoll_hisp_1519,numbirth_hsgrad_hisp_1519,numbirth_lesshs_hisp_1519,numbirth_educ_miss_blacknh_3544,numbirth_gtc_blacknh_3544,numbirth_ba_blacknh_3544,numbirth_somecoll_blacknh_3544,numbirth_hsgrad_blacknh_3544,numbirth_lesshs_blacknh_3544,numbirth_educ_miss_blacknh_2534,numbirth_gtc_blacknh_2534,numbirth_ba_blacknh_2534,numbirth_somecoll_blacknh_2534,numbirth_hsgrad_blacknh_2534,numbirth_lesshs_blacknh_2534,numbirth_educ_miss_blacknh_2024,numbirth_gtc_blacknh_2024,numbirth_ba_blacknh_2024,numbirth_somecoll_blacknh_2024,numbirth_hsgrad_blacknh_2024,numbirth_lesshs_blacknh_2024,numbirth_educ_miss_blacknh_1519,numbirth_gtc_blacknh_1519,numbirth_ba_blacknh_1519,numbirth_somecoll_blacknh_1519,numbirth_hsgrad_blacknh_1519,numbirth_lesshs_blacknh_1519,numbirth_educ_miss_whitenh_3544,numbirth_gtc_whitenh_3544,numbirth_ba_whitenh_3544,numbirth_somecoll_whitenh_3544,numbirth_hsgrad_whitenh_3544,numbirth_lesshs_whitenh_3544,numbirth_educ_miss_whitenh_2534,numbirth_gtc_whitenh_2534,numbirth_ba_whitenh_2534,numbirth_somecoll_whitenh_2534,numbirth_hsgrad_whitenh_2534,numbirth_lesshs_whitenh_2534,numbirth_educ_miss_whitenh_2024,numbirth_gtc_whitenh_2024,numbirth_ba_whitenh_2024,numbirth_somecoll_whitenh_2024,numbirth_hsgrad_whitenh_2024,numbirth_lesshs_whitenh_2024,numbirth_educ_miss_whitenh_1519,numbirth_gtc_whitenh_1519,numbirth_ba_whitenh_1519,numbirth_somecoll_whitenh_1519,numbirth_hsgrad_whitenh_1519,numbirth_lesshs_whitenh_1519,numbirth_educ_miss_3544,numbirth_gtc_3544,numbirth_ba_3544,numbirth_somecoll_3544,numbirth_hsgrad_3544,numbirth_lesshs_3544,numbirth_educ_miss_2534,numbirth_gtc_2534,numbirth_ba_2534,numbirth_somecoll_2534,numbirth_hsgrad_2534,numbirth_lesshs_2534,numbirth_educ_miss_2024,numbirth_gtc_2024,numbirth_ba_2024,numbirth_somecoll_2024,numbirth_hsgrad_2024,numbirth_lesshs_2024,numbirth_married,numbirth_unmarried,numbirth_hisp,numbirth_blacknh,numbirth_whitenh,numbirth_educ_miss_45plus,numbirth_gtc_45plus,numbirth_ba_45plus,numbirth_somecoll_45plus,numbirth_hsgrad_45plus,numbirth_lesshs_45plus,numbirth_educ_miss_1519,numbirth_gtc_1519,numbirth_ba_1519,numbirth_somecoll_1519,numbirth_hsgrad_1519,numbirth_lesshs_1519,numbirth_educ_miss,numbirth_gtc,numbirth_ba,numbirth_somecoll,numbirth_hsgrad,numbirth_lesshs,numbirth45plus,numbirth4044,numbirth3539,numbirth3034,numbirth2529,numbirth2024,numbirth1519,state,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544,numbirth2034,numbirth3544,numbirth1544,numbirth1545plus,pop1544,brate1519,brate2034,brate3544,brate1544,numbirth_colgrad_1519,numbirth_colgrad_2024,numbirth_colgrad_2534,numbirth_colgrad_3544,numbirth_colgrad,numbirth_alleduc,numbirth_whitenhblacknhhisp,numbirth_marriedunmarried,numbirth_noorderbirth_2044,numbirth_fourthbirth_2044,numbirth_thirdbirth_2044,numbirth_secondbirth_2044,numbirth_firstbirth_2044,numbirth_noorderbirth,numbirth_fourthbirth,numbirth_thirdbirth,numbirth_secondbirth,numbirth_firstbirth
2003,AZ,1325,47796,1226,22689,14415,518,527,651,1897,5738,14531,2109,11442,6999,3300,25,23850,15739,70,198,244,430,782,1307,276,776,1039,2715,4697,7651,210,75,203,1725,4168,6279,116,0,0,247,1607,4799,1,37,51,73,53,16,13,122,140,335,332,112,13,8,27,235,413,200,11,0,0,44,162,233,75,1347,1511,1477,1028,152,261,3523,5336,6268,4587,995,146,145,599,2919,4050,1695,51,0,0,272,1219,1469,170,1755,2017,2256,2156,1624,657,4960,7128,10413,10884,9397,424,267,906,5493,9702,8891,53122,NA,39614,2631,39125,NA,22,24,13,28,12,207,0,0,633,3387,7327,1251,6982,10051,18162,22742,19912,99,1745,8233,18575,24864,25683,11554,4,1141784,38388,38090,37771,37225,35146,35234,37646,41168,42161,39798,38189,37494,36497,37160,34961,35661,37023,39017,39454,36406,35918,35336,36129,39765,39883,39688,40304,40283,41083,38906,186620,196007,371862,567869,387295,0,97815,106517,205741,312258,246816,246816,7652,7232,12985,20217,13289,0,63900,66210,121359,187569,97319,0,17253,16048,31777,47825,29871,0,0.20570142567157745,0.20410460233688354,0.2023952454328537,0.19946950674057007,0.18832921981811523,0.062045998871326447,0.06629345566034317,0.07249559462070465,0.07424423843622208,0.07008306682109833,0.06724966317415237,0.06602579355239868,0.06427010148763657,0.06543762981891632,0.061565253883600235,0.06279793381690979,0.06519637256860733,0.06870774924755096,0.06947728991508484,0.06410985440015793,0.09274067729711533,0.09123794734477997,0.09328547865152359,0.10267367213964462,0.10297834873199463,0.10247486084699631,0.10406537353992462,0.1040111556649208,0.10607676208019257,0.10045572370290756,0.3877987265586853,955164,656889,41158,348788,69122,9978,90654,90753,1141784,-2.7820427417755127,-2.106017589569092,-3.658803939819336,-2.533297061920166,0,1173,12088,3772,17033,77849,81370,NA,182,12828,16072,25287,24731,198,12926,16484,27456,33689
2004,AZ,1373,48725,1276,23749,14915,457,576,730,2039,6086,15076,2379,12008,7093,3467,26,24947,16287,67,203,270,495,815,1479,242,799,1151,2691,4973,8108,206,96,242,1793,4436,6069,102,0,0,246,1822,4955,6,52,55,76,56,24,21,115,169,356,385,136,16,11,30,269,403,193,12,0,0,45,152,226,72,1449,1604,1528,1084,173,202,3702,5416,6373,4727,940,92,172,596,3019,3945,1623,51,0,0,229,1109,1447,172,1895,2091,2402,2300,1832,543,5257,7404,10624,11346,9857,373,314,951,5799,9848,8630,54066,NA,41260,2808,39553,3,21,17,22,21,14,185,0,0,599,3519,7435,1088,7466,10446,18825,23494,20319,98,1924,8768,19343,25688,25915,11738,4,1163001,39574,39109,38565,38439,37347,35921,36388,39159,43100,43359,41248,38511,38699,36708,36818,35783,35737,38059,39398,40021,37515,36596,35750,36992,40442,40472,40248,41030,40624,41389,193034,197927,380982,578909,391058,0,100031,106262,208777,315039,245247,245247,8108,7620,13742,21362,13767,0,67143,67519,125859,193378,101437,0,17752,16526,32604,49130,30607,0,0.2050105184316635,0.2026016116142273,0.19978345930576324,0.19913072884082794,0.193473681807518,0.06204947456717491,0.06285616755485535,0.06764275580644608,0.07445038855075836,0.07489778101444244,0.0712512657046318,0.06652341037988663,0.06684815883636475,0.06340892612934113,0.06359894573688507,0.06181109696626663,0.06173163652420044,0.065742626786232,0.06805559992790222,0.0691317617893219,0.09593205899000168,0.09358202666044235,0.09141866117715836,0.09459466487169266,0.10341688245534897,0.1034936010837555,0.10292079299688339,0.10492049902677536,0.10388229042291641,0.10583852231502533,0.39260441064834595,969967,660317,43237,361958,70946,10692,93376,93474,1163001,-2.800034999847412,-2.099226236343384,-3.5993599891662598,-2.522124767303467,0,1265,12661,3986,17912,80550,83621,NA,122,13955,17001,25522,25038,139,14045,17434,27706,34150
2005,AZ,1489,49731,1417,24166,15655,259,669,851,2264,6535,14953,2618,12336,7254,3307,34,25515,17144,26,249,307,508,912,1570,161,866,1307,2959,5318,8212,124,98,266,1957,4669,5992,66,0,0,290,1934,4902,2,51,62,75,87,20,16,123,173,403,358,169,8,13,48,285,439,216,6,0,0,43,190,224,40,1432,1716,1492,931,150,104,3564,5810,6472,4785,1000,67,169,715,3090,4051,1608,24,0,0,256,1167,1327,98,1944,2306,2347,2284,1901,366,5239,8009,11115,11804,10092,264,317,1128,6037,10297,8530,54671,NA,42693,3011,39970,NA,31,15,27,20,14,111,0,0,673,3766,7278,728,7500,11443,19499,24385,20523,107,1888,8992,19895,26730,26573,11828,4,1193895,42512,40719,39672,39677,38917,38357,37462,37741,40941,44690,45113,41988,40094,39229,36676,38239,36221,37331,38932,40380,41635,38520,37194,36938,37981,41327,41302,41371,41573,41163,201497,199191,394203,593394,399004,0,102449,105247,213715,318962,245844,245844,8809,8032,14534,22566,14432,0,71776,68707,131896,200603,106981,0,18463,17205,34058,51263,31747,0,0.21098080277442932,0.20208241045475006,0.19688630104064941,0.19691112637519836,0.19313935935497284,0.06464002281427383,0.06313174962997437,0.06360192596912384,0.06899463385343552,0.0753125250339508,0.07602537423372269,0.07075905799865723,0.06756725162267685,0.06610953062772751,0.061807163059711456,0.06444116681814194,0.06104038655757904,0.06291098147630692,0.06560902297496796,0.06804922223091125,0.10434732586145401,0.09654038399457932,0.09321711212396622,0.09257551282644272,0.09518951922655106,0.10357540100812912,0.10351274907588959,0.10368567705154419,0.10419193655252457,0.10316438227891922,0.39005047082901,992398,667255,45807,379360,73198,10880,95906,96013,1193895,-2.8353049755096436,-2.0926904678344727,-3.6020452976226807,-2.5216078758239746,0,1445,13248,4250,18943,83350,85674,NA,45,14478,17700,26102,25753,46,14575,18101,28238,35053
2006,AZ,840,52171,1600,25196,17770,296,644,917,2340,7116,15435,2789,12720,7668,3548,31,26725,18610,33,252,336,556,1004,1709,191,879,1381,3100,5572,8435,124,107,272,2202,5186,6264,72,0,0,349,2202,5140,4,56,76,106,82,29,24,139,207,472,458,244,17,20,30,337,505,242,8,0,0,51,227,248,47,1473,1980,1639,1092,164,145,3584,6203,6996,5133,1148,78,155,743,3310,4457,1704,30,0,0,267,1403,1535,117,2007,2634,2576,2506,2043,446,5285,8543,11826,12499,10463,270,319,1114,6491,11262,8923,57254,NA,45366,3582,43286,3,23,15,25,21,22,128,0,0,757,4272,7667,833,7611,12291,20893,26267,21429,109,1991,9892,20367,28695,28379,12824,4,1226198,42851,43766,41217,41335,40213,39873,39698,39126,40049,42608,46655,45657,43877,40401,38884,38324,38496,38016,38207,39942,41975,42552,39084,38419,37931,38769,42111,42495,41746,41921,209382,201354,408459,609813,407003,0,104423,104801,218185,322986,245164,245164,9385,8433,15864,24297,15295,0,76417,70433,138307,208740,113462,0,19157,17687,36103,53790,33082,0,0.20465464890003204,0.20902465283870697,0.1968507319688797,0.19741429388523102,0.19205567240715027,0.0653856173157692,0.06509864330291748,0.06416065245866776,0.06567423045635223,0.06987059861421585,0.07650706171989441,0.07487048953771591,0.07195156812667847,0.06625145673751831,0.0637638121843338,0.06284549832344055,0.0631275475025177,0.062340423464775085,0.06265363097190857,0.06549876928329468,0.10313192009925842,0.1045495942234993,0.09602877497673035,0.09439488500356674,0.09319587051868439,0.0952548235654831,0.10346607118844986,0.10440955311059952,0.10256926715373993,0.1029992401599884,0.3894699811935425,1016816,672573,48977,398619,77441,11883,102148,102257,1226198,-2.792841911315918,-2.063636064529419,-3.5337116718292236,-2.485250949859619,0,1433,13828,4641,19902,88491,92234,NA,35,15401,18399,27478,28011,36,15503,18828,29937,37953
2007,AZ,1207,51850,1698,25076,18258,328,749,925,2470,7283,14978,3158,12909,7444,3200,45,26711,19463,52,274,335,582,1086,1886,216,1009,1368,3270,5944,8397,144,122,302,2290,5266,5884,80,0,0,374,2273,5065,4,72,73,92,92,48,25,170,228,535,487,238,24,11,34,370,566,264,8,0,0,57,234,263,50,1584,1832,1509,999,156,150,3722,6119,6933,5102,1141,80,172,740,3184,4290,1534,20,0,0,271,1342,1480,136,2165,2498,2501,2513,2234,482,5624,8567,11980,12846,10371,278,341,1167,6506,11262,8321,56284,NA,46219,3895,42410,4,30,36,25,23,22,131,0,0,795,4335,7607,896,8130,12232,20987,26621,20926,140,2079,9968,21037,28833,27875,12868,4,1246026,43225,43828,43929,42961,41922,40681,41002,40599,40924,41415,43754,46561,47262,43408,39022,40162,38065,40068,38343,38544,41373,42422,42585,39953,39100,38342,39121,42941,42623,41891,215865,204621,415189,619810,410351,0,105682,105893,218704,324597,241024,241024,10147,8953,16598,25551,16098,0,80480,71728,142594,214322,119104,0,19556,18047,37293,55340,34125,0,0.20024089515209198,0.20303429663181305,0.20350219309329987,0.19901791214942932,0.19420471787452698,0.06563463062047958,0.06615252792835236,0.06550233066082001,0.06602668762207031,0.06681886315345764,0.07059260457754135,0.07512141019105911,0.07625240087509155,0.07003436237573624,0.0629580020904541,0.06479727476835251,0.06141398102045059,0.06464561820030212,0.061862505972385406,0.06218679994344711,0.10082343965768814,0.10337978601455688,0.10377701371908188,0.09736298769712448,0.09528428316116333,0.0934370830655098,0.095335453748703,0.10464455932378769,0.10386961698532104,0.10208577662706375,0.3932226300239563,1030161,671303,51796,413906,77745,12047,102660,102800,1246026,-2.8199095726013184,-2.0759787559509277,-3.5281972885131836,-2.4962921142578125,0,1508,14191,4663,20362,88896,92524,NA,37,15818,18600,27828,27509,39,15926,19008,30261,37566
2008,AZ,1559,51889,1696,21836,18146,205,750,951,2270,6754,12559,3039,11621,6200,2605,12,23465,19705,28,299,383,619,1069,1808,157,1050,1434,3289,5768,7396,93,118,318,2190,5153,4843,46,0,0,322,2167,4632,6,69,75,126,103,45,28,172,228,546,542,285,17,10,45,353,566,226,8,0,0,47,245,292,55,1529,1873,1487,979,154,140,3836,6170,6921,5043,1109,60,202,730,3195,4192,1436,27,0,0,295,1237,1445,103,2170,2594,2514,2477,2137,369,5776,8600,12059,12614,9451,203,362,1179,6370,11013,7113,54300,NA,43182,4034,42115,3,27,32,18,26,17,98,0,0,756,4109,7088,675,8308,12373,20943,26104,18701,123,1979,10016,20662,28207,26240,12051,4,1259250,43811,44028,43755,45999,43564,42005,41355,41299,41915,42127,42422,43175,47954,46033,41466,40073,39477,39576,40144,38657,39843,41751,42045,43427,40520,39386,38380,39717,42880,42466,221157,208701,418977,627678,410415,0,105746,107210,218726,325936,235114,235114,10998,9341,17627,26968,16648,0,84725,73427,144813,218240,123590,0,19688,18723,37811,56534,35063,0,0.19809909164905548,0.19908028841018677,0.19784587621688843,0.20799250900745392,0.1969822347164154,0.06692125648260117,0.06588569283485413,0.06579647213220596,0.06677787005901337,0.06711561977863312,0.06758560985326767,0.06878527253866196,0.07639904320240021,0.07333856076002121,0.06606253236532211,0.0638432428240776,0.06289371103048325,0.06305143982172012,0.0639563575387001,0.06158731132745743,0.09707978367805481,0.10172873735427856,0.102445088326931,0.10581240803003311,0.09872933477163315,0.09596627950668335,0.09351509809494019,0.09677277505397797,0.10447961091995239,0.10347087681293488,0.4049747586250305,1038093,666796,54614,426555,75109,11995,99155,99278,1259250,-2.9097251892089844,-2.123086929321289,-3.5326788425445557,-2.5415873527526855,0,1541,14376,4764,20681,86429,89331,NA,25,15308,17740,27314,26717,26,15419,18118,29611,36104
2009,AZ,978,48970,1604,18294,18211,19847,1,2,6,6,11,2874,10051,4923,1998,7,19846,19189,4032,1,1,3,2,1,17400,3,4,15,14,9,11161,0,0,5,12,8,6359,0,0,1,3,8,460,1,0,0,0,1,1828,1,1,4,1,0,1281,0,1,1,1,0,535,0,0,0,2,2,5540,4,12,25,25,11,22259,10,23,45,71,72,8971,0,3,19,26,80,2704,0,0,3,5,13,11274,6,17,38,43,18,45895,17,32,98,129,97,23742,0,4,45,85,96,50502,NA,39042,4120,39921,152,NA,NA,2,NA,1,10792,0,0,10,32,40,80911,23,53,181,257,211,155,1982,9414,19761,26507,23972,10874,4,1262564,43439,44573,43737,45795,46369,43068,42364,40896,42087,42451,42853,41712,44123,46303,43275,42313,38898,40897,39459,40126,39757,39831,41215,42643,43791,40672,39357,38854,39332,42374,223913,210866,419959,630825,407826,0,104977,107170,218140,325310,228509,228509,11682,9779,18500,28279,17040,0,87706,75022,145228,220250,126750,0,19548,18895,38091,56986,35527,0,0.19399945437908173,0.19906392693519592,0.19533032178878784,0.20452140271663666,0.20708489418029785,0.06827250123023987,0.06715650111436844,0.06482938677072525,0.06671739369630814,0.0672944188117981,0.06793167442083359,0.06612293422222137,0.06994491070508957,0.07340070605278015,0.06860063970088959,0.06707565486431122,0.061662107706069946,0.0648309737443924,0.06255142390727997,0.06360876560211182,0.09748519957065582,0.0976666510105133,0.10106025636196136,0.10456174612045288,0.10737667232751846,0.09972880780696869,0.09650439023971558,0.0952710211277008,0.09644309431314468,0.10390215367078781,0.4116063117980957,1038651,658796,57001,434706,70240,11396,92510,92665,1262564,-3.0248830318450928,-2.195110559463501,-3.57757830619812,-2.6135830879211426,0,4,49,23,76,725,83083,NA,16,14559,16700,25081,25280,21,14660,17047,27030,33907
2010,AZ,1082,47794,1398,14863,17690,16199,1,8,5,10,19,2597,8397,3814,1417,NA,16225,18771,3760,1,6,0,2,4,15583,2,7,6,13,11,10156,0,1,6,16,11,5392,0,0,1,7,11,444,1,0,3,0,0,1839,2,1,3,2,0,1244,0,0,2,3,1,497,0,0,0,0,0,5533,7,7,36,29,11,22294,7,18,56,76,93,8421,1,2,17,19,45,2403,0,0,2,9,8,10912,9,18,48,43,15,44036,15,30,89,133,115,22171,1,3,51,78,67,48062,NA,34996,4042,39094,141,1,1,1,2,NA,9324,0,0,9,25,31,77119,25,51,188,254,197,146,1926,9119,19391,25027,22371,9389,4,1264153,43527,44154,44087,45590,45992,45798,43442,41892,41588,42202,42893,41650,42952,43355,43324,43967,41133,40360,40477,39341,41002,39667,39526,41262,43235,43519,40594,39651,38770,39203,223350,214922,419452,634374,406429,0,102545,107750,217266,325016,223152,223152,11862,10408,18784,29192,17164,0,89705,77477,145064,222541,130042,0,19238,19287,38338,57625,36071,0,0.19488246738910675,0.1976897269487381,0.19738975167274475,0.20411910116672516,0.20591896772384644,0.07219400256872177,0.06848011165857315,0.06603675335645676,0.06555753946304321,0.0665254220366478,0.06761468946933746,0.06565527617931366,0.06770769506692886,0.06834296137094498,0.06829410046339035,0.06930769234895706,0.06484030187129974,0.06362177431583405,0.0638062059879303,0.06201546639204025,0.10088355094194412,0.0975988432765007,0.09725192189216614,0.1015232652425766,0.1063777431845665,0.10707651078701019,0.0998796820640564,0.09755947440862656,0.09539181739091873,0.09645719081163406,0.4100380539894104,1040803,650713,58218,442288,66789,11045,87223,87369,1264153,-3.169201374053955,-2.2511003017425537,-3.605431318283081,-2.673689603805542,0,4,45,27,76,715,78132,NA,12,13808,15589,23889,24536,14,13896,15912,25534,32013
2011,AZ,1093,47707,1273,13134,17708,14348,NA,4,11,3,20,2502,7422,3322,1115,2,14361,18801,3681,0,1,1,2,5,14773,1,9,19,8,12,9918,0,0,7,7,17,4686,0,0,1,9,7,480,1,4,0,1,1,1851,0,0,9,3,1,1209,0,1,1,4,2,496,0,0,1,0,2,5645,6,5,21,33,10,22383,15,28,44,53,76,8345,1,4,26,24,39,2132,0,0,2,5,6,11096,9,10,32,46,19,43420,16,43,120,106,103,21700,1,6,57,62,72,47219,NA,33164,4067,38903,117,4,NA,NA,NA,NA,8343,0,0,9,20,30,76216,26,59,209,214,194,121,2062,9150,19431,24377,21898,8402,4,1272579,43227,43668,44281,44117,44817,46870,46650,44325,43230,41743,42451,42761,41800,42994,43442,43195,43920,41283,40344,40485,39367,41048,39679,39746,41145,43441,43349,40805,39478,38918,220110,222818,422675,645493,406976,0,98760,110372,217988,328360,219679,219679,11837,11099,19297,30396,17404,0,90455,80989,145843,226832,132956,0,19058,20358,39547,59905,36937,0,0.19638817012310028,0.19839172065258026,0.2011766880750656,0.20043160021305084,0.2036118358373642,0.07261116802692413,0.07227034121751785,0.06866844743490219,0.06697206944227219,0.06466840207576752,0.06576523929834366,0.06624548882246017,0.06475670635700226,0.06660645455121994,0.06730049848556519,0.06691784411668777,0.06804101914167404,0.06395576894283295,0.06250106543302536,0.06271950155496597,0.09673052281141281,0.10086098313331604,0.09749715030193329,0.09766177833080292,0.10109932720661163,0.10674093663692474,0.10651487857103348,0.10026390105485916,0.0970032662153244,0.09562726318836212,0.40404343605041504,1052469,646799,59637,450243,65706,11212,85320,85441,1272579,-3.265657663345337,-2.2848241329193115,-3.5917696952819824,-2.7023918628692627,0,7,59,19,85,702,76134,NA,323,13244,14960,23710,24681,336,13316,15208,25153,31428
2012,AZ,967,47537,1205,12802,18875,13970,NA,8,4,11,9,2538,7448,2930,1065,8,13981,19842,3791,0,4,1,7,2,15242,3,7,18,11,8,10019,0,0,5,13,10,4680,0,0,3,1,6,500,0,1,1,0,0,2062,2,0,5,5,0,1361,0,0,1,1,2,490,0,0,0,2,0,5729,7,11,16,17,10,22697,12,26,42,42,43,8068,0,7,22,21,18,1970,0,0,4,2,3,11316,13,20,31,37,15,44540,20,39,100,109,68,21672,0,7,47,66,41,47038,NA,33831,4433,38767,108,NA,NA,3,NA,NA,8071,0,0,14,16,18,77528,33,66,178,212,124,111,2143,9289,20131,24745,21833,8119,4,1285319,43679,43606,43890,44383,43722,45716,47895,47649,45764,43457,41964,42477,43024,41924,43327,43484,43289,44208,41338,40456,40796,39595,41240,39952,39777,41343,43278,43618,40690,39778,219280,230481,425491,655972,410067,0,97356,112079,218030,330109,218424,218424,11893,11905,20056,31961,17885,0,91085,85108,146890,231998,135726,0,18946,21389,40515,61904,38032,0,0.1991928070783615,0.19885990023612976,0.20015504956245422,0.20240332186222076,0.19938890635967255,0.06969200074672699,0.0730137899518013,0.07263877242803574,0.06976517289876938,0.06624825298786163,0.06397224217653275,0.06475428491830826,0.06558816879987717,0.06391126662492752,0.06605007499456406,0.06628941744565964,0.06599214673042297,0.06739312410354614,0.06301793456077576,0.0616733655333519,0.09948617964982986,0.09655739367008209,0.10056892782449722,0.09742797911167145,0.09700122475624084,0.10082010924816132,0.10553885251283646,0.10636798292398453,0.09922768920660019,0.09700366109609604,0.4017922282218933,1066039,645889,61739,458809,66709,11432,86260,86371,1285319,-3.296142339706421,-2.285778284072876,-3.579904079437256,-2.7013962268829346,0,7,59,33,99,613,77031,NA,87,13833,15155,23826,25240,92,13900,15363,25189,31827
2013,AZ,1248,47107,1183,12042,19355,13176,4,7,9,10,11,2571,6955,2774,879,9,13179,20602,3984,2,1,4,2,2,15375,5,8,16,14,12,10201,0,2,5,16,9,4120,0,0,1,5,6,509,1,0,0,0,0,2118,1,2,5,2,0,1327,0,0,1,1,1,456,0,0,0,0,0,5615,6,8,12,7,2,22663,15,29,47,19,13,7982,0,2,24,24,11,1790,0,0,3,3,8,11407,14,13,32,24,9,44670,24,45,99,77,38,21552,0,4,56,62,25,46619,NA,33790,4424,38283,146,NA,NA,NA,NA,NA,7177,0,0,4,25,26,77629,38,62,187,163,72,146,2066,9433,20081,24872,21699,7232,4,1297049,43831,43921,43761,44059,43859,44370,46735,48751,49098,45830,43711,42134,42749,43090,42412,43381,43644,43754,44354,41310,40747,40935,39553,41661,40117,39992,41174,43531,43528,41057,219431,234784,430539,665323,412295,0,96855,111053,219029,330082,217140,217140,11952,12381,20847,33228,18474,0,91639,89069,148863,237932,137944,0,18985,22281,41800,64081,38737,0,0.1997484415769577,0.20015859603881836,0.1994294375181198,0.2007874846458435,0.19987604022026062,0.06668940931558609,0.07024407386779785,0.07327418774366379,0.07379573583602905,0.06888383626937866,0.06569891422986984,0.06332863867282867,0.06425300240516663,0.06476553529500961,0.06374648213386536,0.06520291417837143,0.06559821218252182,0.06576354801654816,0.06666536629199982,0.06209014356136322,0.0988297238945961,0.09928570687770844,0.09593373537063599,0.10104657709598541,0.09730169177055359,0.09699850529432297,0.0998653843998909,0.10558217018842697,0.10557489097118378,0.09958160668611526,0.4006635248661041,1077618,644077,63654,467515,66652,11499,85383,85529,1297049,-3.412522315979004,-2.3007876873016357,-3.5794789791107178,-2.7207000255584717,0,4,69,27,100,522,76497,NA,82,13871,15202,24038,24958,90,13940,15404,25209,30886
2014,AZ,2450,48329,1094,12041,19416,45,336,920,2144,3972,5714,2634,6946,2695,835,4,13110,21864,19,264,481,954,950,1580,48,583,1721,4976,4605,4390,21,25,210,3007,4171,3019,15,0,0,268,1246,2425,2,73,120,157,97,73,11,172,337,822,562,289,4,2,37,445,474,215,1,0,0,38,123,185,24,1376,1956,1789,642,163,70,2909,6728,8491,3578,1055,23,41,513,3184,2667,1086,8,0,0,232,579,761,65,2039,2890,3338,1907,1948,184,4354,9769,15883,9864,6381,70,76,841,7406,8199,4867,47558,NA,34978,4239,37875,2,34,31,33,20,16,36,0,0,600,2200,3786,319,6469,13500,26627,19970,13196,136,2098,10089,21271,25164,21459,6622,4,1312322,44687,44270,44399,44363,44014,44717,45430,47641,50237,49496,46130,43740,42678,43005,43759,42669,43640,44213,43918,44577,41566,40993,41080,40087,41815,40345,39929,41467,43540,43917,221733,237521,438329,675850,414739,0,97270,109712,221158,330870,215916,215916,12229,12754,22021,34775,18853,0,92919,92378,151818,244196,140373,0,19315,22677,43332,66009,39597,0,0.2015351802110672,0.19965453445911407,0.20023632049560547,0.2000739574432373,0.19849999248981476,0.06616409122943878,0.06721905618906021,0.07049049437046051,0.07433158159255981,0.07323518395423889,0.06825479120016098,0.06471849977970123,0.0631471499800682,0.06363098323345184,0.06474661827087402,0.06313382834196091,0.06457053869962692,0.06541836261749268,0.06498187780380249,0.06595694273710251,0.10022206604480743,0.09884047508239746,0.09905024617910385,0.09665597230195999,0.10082244127988815,0.09727804362773895,0.09627500921487808,0.09998336434364319,0.1049816906452179,0.10589069128036499,0.39857393503189087,1090589,644056,65857,477488,67894,12187,86703,86839,1312322,-3.5110764503479004,-2.2980234622955322,-3.5272796154022217,-2.71706485748291,0,917,14123,4929,19969,79762,77092,NA,67,14122,15510,24823,25559,72,14190,15673,25875,31029
