year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
2010,AK,5048,5140,5142,4923,4599,4865,4812,5015,5018,5248,5465,5297,5396,5153,5081,5123,4641,4582,4518,4258,4423,4255,4274,4378,4702,4845,4441,4315,4413,4526,24852,74472,44572,0.20312248170375824,0.2068244069814682,0.20690487325191498,0.19809271395206451,0.18505552411079407,0.06532656401395798,0.06461489200592041,0.06734074652194977,0.06738103181123734,0.0704694390296936,0.07338328659534454,0.07112740725278854,0.07245676219463348,0.06919378787279129,0.06822698563337326,0.06879095733165741,0.062318723648786545,0.06152648106217384,0.06066709756851196,0.05717585235834122,0.09923270344734192,0.09546352177858353,0.09588979929685593,0.09822309762239456,0.1054922342300415,0.10870052874088287,0.09963653981685638,0.09680965542793274,0.09900834411382675,0.10154356807470322,0.3831482529640198
2011,AK,4924,5043,5125,4608,4486,4957,5123,5148,5272,5147,5476,5644,5407,5430,5338,5176,5136,4644,4590,4561,4253,4401,4202,4232,4359,4715,4779,4463,4292,4406,24186,77049,44102,0.20358885824680328,0.20850905776023865,0.21189944446086884,0.1905234456062317,0.18547920882701874,0.06433568149805069,0.06649015843868256,0.06681462377309799,0.06842398643493652,0.06680164486169815,0.07107165455818176,0.07325208932161331,0.0701761245727539,0.07047463208436966,0.06928058713674545,0.06717802584171295,0.0666588768362999,0.06027333438396454,0.059572480618953705,0.059196095913648605,0.0964355394244194,0.09979139268398285,0.09527912735939026,0.0959593653678894,0.09883905202150345,0.10691124945878983,0.10836242884397507,0.10119722783565521,0.09731984883546829,0.09990476816892624,0.3760026693344116
2012,AK,4956,4912,5011,4543,4134,4855,5131,5429,5441,5436,5305,5576,5709,5439,5506,5369,5164,5163,4642,4594,4573,4233,4421,4191,4295,4370,4711,4766,4441,4264,23556,78759,44265,0.21039225161075592,0.20852436125278473,0.2127271145582199,0.19285957515239716,0.1754966825246811,0.061643749475479126,0.06514810770750046,0.06893180310726166,0.06908416748046875,0.06902068108320236,0.0673573836684227,0.07079825550317764,0.07248695194721222,0.06905877590179443,0.06990946829319,0.0681699886918068,0.06556711345911026,0.0655544102191925,0.05893929675221443,0.05832984298467636,0.10330960899591446,0.09562859684228897,0.09987574815750122,0.09467977285385132,0.09702925384044647,0.09872359782457352,0.10642720013856888,0.10766971856355667,0.10032757371664047,0.09632892906665802,0.36835625767707825
2013,AK,4859,4887,4886,4432,4099,4478,5082,5576,5766,5649,5683,5474,5660,5734,5498,5519,5341,5150,5132,4653,4572,4515,4178,4348,4170,4227,4317,4638,4719,4364,23163,80395,44048,0.2097742110490799,0.2109830379486084,0.21093985438346863,0.1913396418094635,0.17696325480937958,0.05569998174905777,0.06321288645267487,0.06935754418373108,0.07172087579965591,0.07026556134223938,0.07068847864866257,0.06808881461620331,0.07040239125490189,0.07132284343242645,0.06838733702898026,0.06864854693412781,0.06643448024988174,0.06405871361494064,0.06383481621742249,0.05787673220038414,0.1037958562374115,0.10250181704759598,0.0948510691523552,0.09871049970388412,0.09466945379972458,0.0959634929895401,0.0980067178606987,0.10529422760009766,0.10713312774896622,0.09907373785972595,0.3683028817176819
2014,AK,4799,4791,4876,4324,4011,4445,4637,5310,5691,5868,5679,5654,5465,5711,5729,5440,5491,5284,5101,5116,4588,4504,4427,4162,4318,4075,4142,4192,4556,4621,22801,80621,43585,0.2104732245206833,0.21012236177921295,0.21385027468204498,0.1896408051252365,0.17591333389282227,0.055134519934654236,0.057516030967235565,0.06586373597383499,0.07058954983949661,0.07278500497341156,0.07044070214033127,0.0701306089758873,0.067786306142807,0.07083762437105179,0.07106088846921921,0.06747621297836304,0.06810880452394485,0.06554123759269714,0.06327135860919952,0.0634574145078659,0.10526557266712189,0.10333830118179321,0.10157164186239243,0.09549156576395035,0.09907077997922897,0.09349546581506729,0.0950326919555664,0.09617988020181656,0.10453137755393982,0.10602271556854248,0.36555415391921997
2015,AK,4854,4763,4752,4258,3778,4310,4664,4891,5593,5838,5934,5717,5669,5419,5734,5662,5384,5402,5241,5097,5059,4523,4457,4410,4168,4219,4013,4071,4166,4448,22405,80555,43534,0.21664807200431824,0.21258647739887238,0.21209551393985748,0.19004686176776886,0.16862307488918304,0.053503818809986115,0.05789833143353462,0.060716282576322556,0.06943082064390182,0.0724722221493721,0.07366395741701126,0.07097014784812927,0.07037428021430969,0.06727080792188644,0.07118117809295654,0.07028738409280777,0.06683631986379623,0.06705977022647858,0.06506113708019257,0.06327354162931442,0.1162080243229866,0.10389580577611923,0.10237974673509598,0.10130013525485992,0.09574125707149506,0.09691275656223297,0.09218082576990128,0.0935131162405014,0.09569531679153442,0.10217301547527313,0.3586699366569519
2016,AK,4775,4854,4754,4206,3803,4124,4473,4893,5080,5748,6019,6052,5790,5716,5481,5687,5671,5349,5407,5227,5094,5039,4533,4468,4400,4117,4158,3954,4035,4105,22392,80717,43903,0.21324580907821655,0.2167738527059555,0.21230795979499817,0.1878349483013153,0.16983744502067566,0.05109208822250366,0.05541583523154259,0.06061920151114464,0.06293593347072601,0.07121176272630692,0.07456917315721512,0.07497800886631012,0.07173210382461548,0.0708153173327446,0.06790391355752945,0.07045603543519974,0.07025781273841858,0.06626857072114944,0.06698712706565857,0.06475711613893509,0.11602851748466492,0.11477575451135635,0.10325034707784653,0.1017698124051094,0.1002209410071373,0.09377491474151611,0.09470879286527634,0.09006218612194061,0.09190715849399567,0.09350158274173737,0.35767239332199097
2017,AK,4702,4721,4823,4128,3736,4131,4254,4634,5070,5174,5827,5991,6031,5690,5700,5389,5567,5618,5306,5359,5168,5057,5015,4500,4440,4333,4056,4098,3886,3965,22110,79741,44518,0.2126639485359192,0.21352329850196838,0.21813659369945526,0.18670284748077393,0.16897331178188324,0.051805220544338226,0.053347714245319366,0.05811314284801483,0.06358084082603455,0.06488506495952606,0.07307408004999161,0.07513073831796646,0.07563235610723495,0.07135601341724396,0.07148142158985138,0.06758129596710205,0.06981351971626282,0.07045309245586395,0.06654042750597,0.06720507889986038,0.11608787626028061,0.11359450221061707,0.11265106499195099,0.1010827049612999,0.09973493963479996,0.09733141958713531,0.09110921621322632,0.0920526534318924,0.08729053288698196,0.08906509727239609,0.35567617416381836
2018,AK,4730,4645,4649,4168,3617,4046,4261,4356,4803,5097,5241,5820,5869,5987,5614,5601,5294,5428,5545,5212,5317,5084,4994,4911,4470,4325,4260,3949,4040,3812,21809,78174,45162,0.21688294410705566,0.21298547089099884,0.21316887438297272,0.19111375510692596,0.16584895551204681,0.05175633728504181,0.05450661480426788,0.05572185292840004,0.061439864337444305,0.06520070880651474,0.0670427531003952,0.07444930821657181,0.07507611066102982,0.0765855684876442,0.0718141570687294,0.07164786010980606,0.06772072613239288,0.06943485140800476,0.07093150913715363,0.06667178124189377,0.1177317202091217,0.11257251352071762,0.11057969182729721,0.10874186456203461,0.09897701442241669,0.0957663506269455,0.09432709217071533,0.08744076639413834,0.0894557386636734,0.0844072476029396,0.3569627106189728
2019,AK,4658,4601,4558,4042,3657,3920,4179,4423,4506,4875,5179,5316,5777,5757,5940,5525,5542,5198,5353,5496,5123,5235,5005,4891,4849,4381,4248,4200,3880,3988,21516,76986,45800,0.21649006009101868,0.21384085714817047,0.211842343211174,0.18786019086837769,0.16996653378009796,0.050918348133563995,0.054282598197460175,0.0574520044028759,0.05853012204170227,0.06332319974899292,0.06727197021245956,0.06905151903629303,0.07503961771726608,0.07477983087301254,0.07715688645839691,0.07176629453897476,0.07198711484670639,0.06751877069473267,0.0695321261882782,0.07138960063457489,0.1118558943271637,0.11430130898952484,0.10927947610616684,0.10679039359092712,0.10587336122989655,0.09565502405166626,0.09275109320878983,0.09170305728912354,0.08471615612506866,0.08707423508167267,0.35782670974731445
1980,AL,35736,36363,36745,37448,39662,38428,37933,36800,36242,34832,34337,33491,32294,30393,31291,30312,29916,30084,31267,23694,24262,24133,25591,21989,22252,21731,21095,21180,20357,20587,185954,491314,223177,0.19217656552791595,0.19554835557937622,0.19760262966156006,0.20138314366340637,0.2132893055677414,0.07821474969387054,0.07720724493265152,0.07490118592977524,0.07376545667648315,0.07089559733867645,0.06988809257745743,0.06816618144512177,0.06572985649108887,0.061860643327236176,0.06368839740753174,0.061695780605077744,0.060889776796102524,0.061231717467308044,0.06363954395055771,0.048225779086351395,0.10871192067861557,0.10813390463590622,0.11466683447360992,0.09852717816829681,0.09970561414957047,0.09737114608287811,0.09452138841152191,0.09490225464105606,0.09121459722518921,0.09224516898393631,0.41467243432998657
1981,AL,33740,35063,36204,36815,38908,39360,38042,37047,36363,36216,34756,34062,33071,30971,31792,31080,29602,30033,29110,31675,23687,23792,24201,24361,23364,22409,21089,21198,20999,20537,180730,503180,225637,0.18668732047080994,0.19400763511657715,0.20032091438770294,0.2037016600370407,0.21528246998786926,0.07822250574827194,0.07560316473245621,0.07362574338912964,0.07226638495922089,0.0719742402434349,0.06907270103693008,0.06769347190856934,0.06572399288415909,0.06155053898692131,0.06318216025829315,0.06176716089248657,0.05882984399795532,0.05968639627099037,0.05785205960273743,0.06294964253902435,0.10497835278511047,0.10544370114803314,0.10725634545087814,0.10796544700860977,0.10354685038328171,0.099314384162426,0.09346427768468857,0.09394735842943192,0.09306541085243225,0.09101787209510803,0.4189841151237488
1982,AL,32463,32979,34778,36096,38088,38835,38773,36899,36387,36220,35668,34259,33482,31521,32396,31200,30279,29625,29098,29380,31936,23312,23885,22979,25990,23444,21692,21064,20952,21158,174404,504022,236412,0.18613678216934204,0.18909543752670288,0.1994105577468872,0.20696772634983063,0.21838948130607605,0.07705020904541016,0.07692719995975494,0.07320910692214966,0.07219327986240387,0.07186194509267807,0.07076675444841385,0.06797123700380325,0.06642963737249374,0.06253893673419952,0.06427497416734695,0.061902061104774475,0.060074757784605026,0.05877719447016716,0.05773160606622696,0.058291107416152954,0.13508620858192444,0.09860751777887344,0.10103125125169754,0.0971989557147026,0.10993519425392151,0.09916586428880692,0.09175506979227066,0.08909869194030762,0.08862493932247162,0.08949629962444305,0.42535722255706787
1983,AL,31505,31855,32906,34769,37441,38321,38004,37260,36002,36101,35447,35175,33771,31915,33134,31454,30340,30255,28777,29278,29776,31270,23318,22553,24554,25933,22749,21672,20829,21137,168476,505234,243791,0.18699993193149567,0.18907737731933594,0.1953156590461731,0.20637360215187073,0.22223342955112457,0.07584802061319351,0.07522059231996536,0.07374800741672516,0.0712580680847168,0.0714540183544159,0.07015956938266754,0.06962120532989502,0.06684229522943497,0.06316874921321869,0.06558149307966232,0.06225630268454552,0.06005138158798218,0.05988314375281334,0.05695776641368866,0.05794938653707504,0.1221374049782753,0.1282656043767929,0.09564749896526337,0.09250956773757935,0.10071741789579391,0.10637389868497849,0.0933135375380516,0.08889582008123398,0.08543793857097626,0.08670131117105484,0.4286070466041565
1984,AL,31913,31075,31950,33022,36266,37991,37542,36508,36372,35854,35354,35034,34821,32244,33849,32081,30874,30548,29706,29164,30038,29296,31358,22028,24309,24552,25320,22788,21526,21210,164226,507942,252425,0.19432367384433746,0.18922095000743866,0.19454897940158844,0.20107656717300415,0.2208298295736313,0.0747939720749855,0.07391001284122467,0.07187435030937195,0.0716065987944603,0.07058680057525635,0.06960243731737137,0.06897243857383728,0.06855310499668121,0.06347969174385071,0.0666394978761673,0.0631587877869606,0.060782529413700104,0.06014072522521019,0.0584830567240715,0.057416003197431564,0.118997722864151,0.11605823785066605,0.12422699481248856,0.08726552128791809,0.09630186855792999,0.09726453572511673,0.10030702501535416,0.0902763232588768,0.08527681231498718,0.08402495831251144,0.42190641164779663
1985,AL,32405,31591,31318,32172,34540,36899,37169,35935,35590,36286,35165,35040,34832,33343,34515,32634,31635,31182,30272,30221,30030,29545,29409,29570,23821,24245,24005,25333,22637,21931,162026,510718,260526,0.19999876618385315,0.194974884390831,0.19328996539115906,0.19856072962284088,0.2131756693124771,0.07224926352500916,0.07277793437242508,0.07036172598600388,0.06968620419502258,0.07104899734258652,0.06885404139757156,0.06860928982496262,0.06820201873779297,0.06528651714324951,0.06758132576942444,0.06389828026294708,0.061942208558321,0.061055220663547516,0.05927341431379318,0.05917355418205261,0.11526680737733841,0.11340519040822983,0.11288316547870636,0.11350114643573761,0.09143425524234772,0.09306173026561737,0.09214051812887192,0.09723789244890213,0.0868896022439003,0.08417969942092896,0.411736398935318
1986,AL,33346,32169,31974,31656,33742,35013,35805,35213,34741,35301,35498,34717,34751,33151,35674,33075,32221,31970,31031,30809,31024,29444,29566,27542,32020,23698,23698,23953,25094,23030,162887,508970,269069,0.20471860468387604,0.19749273359775543,0.1962955892086029,0.19434331357479095,0.20714974403381348,0.06879187375307083,0.07034795731306076,0.06918482482433319,0.06825745850801468,0.0693577229976654,0.0697447806596756,0.06821030378341675,0.06827710568904877,0.06513350456953049,0.07009057700634003,0.06498418003320694,0.0633062869310379,0.06281313300132751,0.06096823140978813,0.06053205579519272,0.11530128121376038,0.10942918062210083,0.10988259315490723,0.10236036032438278,0.11900293081998825,0.08807406574487686,0.08807406574487686,0.08902177214622498,0.09326232224702835,0.08559142798185349,0.4014930725097656
1987,AL,31092,33420,32897,32598,33404,33930,33799,33689,33888,34422,34711,35012,34431,33079,35694,34178,32706,32639,31979,31660,31539,30492,29552,27725,30074,32021,23368,23786,23883,25742,163411,505817,278182,0.19026871025562286,0.2045149952173233,0.20131447911262512,0.19948473572731018,0.20441707968711853,0.06707959622144699,0.06682060658931732,0.06660313904285431,0.06699655950069427,0.068052276968956,0.0686236321926117,0.069218710064888,0.06807007640600204,0.06539716571569443,0.07056702673435211,0.06756988912820816,0.06465975195169449,0.06452728807926178,0.06322246789932251,0.0625918060541153,0.11337541788816452,0.10961169004440308,0.10623261332511902,0.09966497123241425,0.10810907930135727,0.11510809510946274,0.08400256186723709,0.0855051726102829,0.08585386723279953,0.09253653883934021,0.4039018154144287
1988,AL,29705,31161,34176,33481,34325,33065,32601,31589,32285,33513,33689,33857,34440,32384,35408,34031,33728,33021,32624,32549,32089,30826,30401,27462,30216,29912,31386,23250,23549,24294,162848,498784,283385,0.1824093610048294,0.19135022163391113,0.20986440777778625,0.20559662580490112,0.21077938377857208,0.06629122048616409,0.06536095589399338,0.06333202123641968,0.06472741812467575,0.06718940287828445,0.06754226237535477,0.0678790807723999,0.06904792785644531,0.0649259015917778,0.07098864763975143,0.06822793185710907,0.06762045621871948,0.06620300561189651,0.06540706753730774,0.06525670737028122,0.11323464661836624,0.10877781361341476,0.10727808624505997,0.09690703451633453,0.1066252589225769,0.10555251687765121,0.11075392365455627,0.08204386383295059,0.08309896290302277,0.08572790026664734,0.416375994682312
1989,AL,28962,29732,31878,34679,35136,33435,31632,30283,30161,31908,32692,32783,33213,32258,34795,33915,33576,33950,33081,33219,32887,31438,30833,28324,30224,30071,29321,31144,22990,23879,160387,490901,291111,0.18057572841644287,0.1853766143321991,0.19875675439834595,0.21622076630592346,0.21907012164592743,0.06810945272445679,0.06443661451339722,0.061688609421253204,0.06144008785486221,0.06499885022640228,0.06659591197967529,0.06678128242492676,0.0676572248339653,0.06571182608604431,0.07087986916303635,0.06908725202083588,0.0683966800570488,0.06915854662656784,0.06738833338022232,0.06766945123672485,0.11297065019607544,0.10799317061901093,0.10591492801904678,0.09729622304439545,0.10382293909788132,0.10329736769199371,0.10072103142738342,0.1069832444190979,0.07897331565618515,0.0820271298289299,0.4352908730506897
1990,AL,29073,28601,30595,32436,36509,34966,32246,29857,29427,30293,31577,32155,32595,31642,34736,34313,33621,34094,34339,34013,34019,32476,31842,29236,31051,30602,29574,29414,31248,23475,157214,489874,302937,0.18492627143859863,0.1819240003824234,0.19460734724998474,0.2063174992799759,0.23222486674785614,0.07137753814458847,0.06582508981227875,0.06094832718372345,0.060070548206567764,0.06183835119009018,0.0644594356417656,0.06563932448625565,0.0665375143289566,0.06459212303161621,0.07090803235769272,0.07004453986883163,0.06863193213939667,0.06959749013185501,0.07009761780500412,0.06943213939666748,0.11229727417230606,0.10720381140708923,0.10511096566915512,0.09650851786136627,0.10249985754489899,0.10101770609617233,0.09762425720691681,0.09709609299898148,0.10315015912055969,0.07749135792255402,0.43854236602783203
1991,AL,28496,29366,30085,30651,34487,36350,34344,31360,29660,29990,30114,31289,32207,31273,34601,33945,33666,33749,33934,35423,34339,33176,33012,30336,32335,30576,29888,29731,29538,32200,153085,491905,315131,0.18614494800567627,0.19182807207107544,0.19652481377124786,0.20022210478782654,0.22528007626533508,0.0738963857293129,0.06981836259365082,0.06375214457511902,0.0602961964905262,0.060967057943344116,0.06121913716197014,0.06360781192779541,0.0654740259051323,0.06357528269290924,0.07034081965684891,0.06900722533464432,0.0684400424361229,0.06860877573490143,0.06898486614227295,0.07201187312602997,0.1089673787355423,0.10527685284614563,0.1047564372420311,0.09626472741365433,0.10260812193155289,0.09702631831169128,0.09484309703111649,0.09434489160776138,0.09373244643211365,0.10217972844839096,0.4255021810531616
1992,AL,29859,28781,30738,30271,32566,34415,35787,33464,31163,30148,29930,29910,31433,31004,33899,33979,33281,33902,33695,35047,35822,33550,33710,31690,33288,31971,29885,30072,29864,30338,152215,491057,320190,0.1961633265018463,0.18908123672008514,0.20193804800510406,0.19887001812458038,0.2139473706483841,0.07008351385593414,0.07287748903036118,0.06814687699079514,0.0634610652923584,0.0613940954208374,0.060950156301259995,0.06090942770242691,0.06401089578866959,0.06313727051019669,0.06903272122144699,0.06919563561677933,0.0677742063999176,0.06903883069753647,0.06861729174852371,0.07137053459882736,0.11187732219696045,0.10478153824806213,0.10528124123811722,0.09897248446941376,0.10396327078342438,0.09985008835792542,0.09333520382642746,0.09391923248767853,0.09326962381601334,0.09474999457597733,0.4128173887729645
1993,AL,30217,30199,30106,31083,32184,32604,34018,34926,33215,31587,30181,29765,30155,30411,33361,33549,33362,33727,34048,34974,35701,35158,34098,32668,34528,33128,31351,30187,30280,30620,153789,489883,327719,0.19648349285125732,0.19636644423007965,0.19576172530651093,0.20211458206176758,0.20927374064922333,0.06655466556549072,0.06944107264280319,0.07129457592964172,0.06780190020799637,0.06447865813970566,0.061608586460351944,0.06075940653681755,0.061555515974760056,0.0620780885219574,0.06809993088245392,0.06848370283842087,0.06810197234153748,0.06884705275297165,0.06950230896472931,0.07139255851507187,0.1089378371834755,0.10728093236684799,0.10404645651578903,0.09968295693397522,0.1053585559129715,0.10108660161495209,0.09566427022218704,0.0921124517917633,0.09239622950553894,0.09343370050191879,0.4113883376121521
1994,AL,30801,30484,31312,30411,32826,32019,32110,33033,34418,33361,31483,29861,29903,29084,32238,32994,32720,33759,33799,35216,35567,34861,35534,33149,35132,34391,32380,31598,30249,30788,155834,485998,333649,0.19765262305736542,0.1956184208393097,0.20093175768852234,0.1951499730348587,0.21064722537994385,0.06588298827409744,0.06607022881507874,0.0679694190621376,0.07081922143697739,0.06864431500434875,0.0647801011800766,0.06144263967871666,0.06152905896306038,0.059843868017196655,0.06633360683917999,0.06788916885852814,0.06732538342475891,0.06946324557065964,0.06954555213451385,0.07246120274066925,0.10660004615783691,0.10448405146598816,0.10650113970041275,0.09935291111469269,0.10529628396034241,0.10307538509368896,0.09704809635877609,0.09470431506633759,0.09066114574670792,0.09227661043405533,0.40579718351364136
1995,AL,32621,31239,31223,31529,31862,32435,31381,31009,32324,34187,33091,30958,29875,28755,30414,31874,31993,33051,33718,34805,35732,34572,35007,34569,35174,34941,33448,32498,31485,30507,158474,479870,337933,0.20584449172019958,0.19712382555007935,0.19702285528182983,0.198953777551651,0.20105506479740143,0.06759122014045715,0.0653947964310646,0.06461958587169647,0.06735990941524506,0.07124221324920654,0.06895826011896133,0.06451330333948135,0.06225644424557686,0.0599224790930748,0.063379667699337,0.06642215698957443,0.06667014211416245,0.06887490302324295,0.07026486098766327,0.07253006100654602,0.10573693364858627,0.10230430215597153,0.10359153896570206,0.10229542851448059,0.10408572107553482,0.10339623689651489,0.0989781990647316,0.09616699069738388,0.09316935390233994,0.09027528762817383,0.4000088572502136
