year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
2005,WI,1135248,40766,39961,39657,40053,41761,41767,40292,39710,38788,34743,34006,32214,31290,31177,31445,33890,32062,32761,35036,37845,37296,36606,36515,37646,39411,41614,42803,43678,44484,45971,202198,195300,331726,527026,406024,0,165768,160641,269277,429918,354024,354024,16646,14050,25831,39881,24270,0,10972,11723,22677,34400,15924,0,8812,8886,13941,22827,11806,0,0.20161426067352295,0.19763301312923431,0.19612953066825867,0.19808802008628845,0.20653517544269562,0.07925035804510117,0.07645163685083389,0.07534732669591904,0.07359788566827774,0.06592274457216263,0.0645243301987648,0.06112411990761757,0.05937088653445244,0.059156473726034164,0.05966498702764511,0.06430422514677048,0.06083570793271065,0.062162019312381744,0.06647869199514389,0.0718085989356041,0.09185663610696793,0.09015723317861557,0.08993310481309891,0.09271865338087082,0.09706568717956543,0.10249147564172745,0.10541987419128418,0.10757492482662201,0.109560027718544,0.11322236806154251,0.40462321043014526,933050,949710,80797,61296
2006,WI,1127297,39944,41223,39889,39774,40650,40937,41046,39042,37529,37994,34241,34147,32489,31294,32549,32396,33681,32643,32864,35060,37364,37687,36397,36313,38059,39515,41594,42784,43870,44322,201480,196548,331364,527912,397905,0,163594,161207,266691,427898,344515,344515,17311,14272,26030,40302,24268,0,11731,11973,24064,36037,16976,0,8844,9096,14579,23675,12146,0,0.19825293123722076,0.2046009600162506,0.19797994196414948,0.19740916788578033,0.20175699889659882,0.07754512131214142,0.07775159180164337,0.07395550608634949,0.0710894986987114,0.07197032868862152,0.06486118584871292,0.06468313187360764,0.06154245510697365,0.05927881971001625,0.06165610998868942,0.06136628985404968,0.06380040943622589,0.06183416768908501,0.06225280091166496,0.06641258299350739,0.09390181303024292,0.09471356123685837,0.0914715826511383,0.09126047790050507,0.09564846009016037,0.09930762648582458,0.10453248769044876,0.10752315074205399,0.11025244742631912,0.11138840019702911,0.39916616678237915,925817,936007,81881,64744
2007,WI,1119562,39048,40491,41012,39958,40179,39846,40268,39891,37049,36458,37813,34152,34313,32377,32759,33562,31983,34349,32544,32852,34495,37818,37444,36226,36778,38166,39406,41640,42923,43762,200688,193512,336704,530216,388658,0,161222,157793,270151,427944,333685,333685,17907,14361,26182,40543,24347,0,12568,12180,25193,37373,18097,0,8991,9178,15178,24356,12529,0,0.19457067549228668,0.20176094770431519,0.20435701310634613,0.19910508394241333,0.20020629465579987,0.0751505047082901,0.07594640552997589,0.07523537427186966,0.06987529247999191,0.06876065582036972,0.07131621986627579,0.06441148370504379,0.06471513211727142,0.06106379255652428,0.061784252524375916,0.06329873204231262,0.06032069772481918,0.06478302925825119,0.061378758400678635,0.061959654092788696,0.08875412493944168,0.09730405360460281,0.09634177386760712,0.09320791065692902,0.09462818503379822,0.09819944202899933,0.10138990730047226,0.10713789612054825,0.1104389950633049,0.11259771138429642,0.399311363697052,918874,922851,82797,68038
2008,WI,1111400,38414,39651,40263,40969,40023,39219,39199,39059,37816,36412,36287,37836,34342,34220,34014,33903,33093,32743,34205,32484,32270,34953,37579,37090,36712,36738,38012,39315,41796,42783,199320,191705,343127,534832,377248,0,158548,155259,274553,429812,320900,320900,18465,14653,26473,41126,24347,0,13274,12419,26402,38821,19092,0,9033,9374,15699,25073,12909,0,0.192725270986557,0.19893136620521545,0.20200181007385254,0.20554384589195251,0.20079770684242249,0.07332956790924072,0.07329217344522476,0.07303041219711304,0.0707063153386116,0.06808119267225266,0.06784747540950775,0.07074370980262756,0.06421081721782684,0.06398271024227142,0.06359753757715225,0.06339000165462494,0.06187550351023674,0.06122109293937683,0.063954658806324,0.06073683127760887,0.08554054796695709,0.0926525816321373,0.09961351752281189,0.09831728786230087,0.09731529653072357,0.09738421440124512,0.1007613018155098,0.10421526432037354,0.11079183965921402,0.1134081557393074,0.406341552734375,912080,909260,83938,71187
2009,WI,1103934,37759,39040,39361,40195,40709,39224,38658,38244,37215,37167,36488,36139,37980,34172,36209,35415,33289,33826,32409,34007,31834,32711,34601,37227,37678,36673,36594,37902,39512,41696,197064,190508,349934,540442,366428,0,155481,153020,279236,432256,308740,308740,18585,15054,27129,42183,24283,0,13915,12844,27326,40170,20259,0,9083,9590,16243,25833,13146,0,0.19160780310630798,0.1981082260608673,0.19973714649677277,0.20396926999092102,0.20657755434513092,0.07257763296365738,0.07153034210205078,0.07076430320739746,0.06886029988527298,0.06877148896455765,0.06751510500907898,0.0668693408370018,0.07027581334114075,0.06322972476482391,0.06699886173009872,0.06552969664335251,0.06159587949514389,0.06258951127529144,0.05996758118271828,0.06292442232370377,0.08687654882669449,0.08926992118358612,0.09442782402038574,0.10159431397914886,0.1028251126408577,0.10008241981267929,0.0998668223619461,0.1034364178776741,0.10783018916845322,0.11379043012857437,0.41054683923721313,906870,896477,85051,74344
2010,WI,1096251,37162,38318,38857,39438,40701,40128,38731,37772,36302,36408,37029,36073,36496,36849,36528,37283,34907,34006,33529,32411,33111,32177,32505,34275,37375,37887,36469,36493,37922,39109,194476,189341,355111,544452,357323,0,152539,150533,282703,433236,298293,298293,18397,15737,27597,43334,24325,0,14579,13272,27846,41118,21433,0,8961,9799,16965,26764,13272,0,0.19108784198760986,0.19703201949596405,0.19980357587337494,0.20279109477996826,0.20928546786308289,0.07370346784591675,0.07113758474588394,0.06937617808580399,0.06667621433734894,0.06687090545892715,0.06801150739192963,0.0662556141614914,0.06703253835439682,0.06768089532852173,0.06709131598472595,0.06847803294658661,0.06411401182413101,0.06245913356542587,0.0615830235183239,0.05952958017587662,0.09266406297683716,0.09005017578601837,0.09096811711788177,0.09592162072658539,0.10459724068641663,0.10603012144565582,0.10206171870231628,0.10212888568639755,0.10612806677818298,0.10944999009370804,0.41207656264305115,901775,884068,86056,77130
2011,WI,1091587,36651,37066,38356,39227,42053,40991,40076,37926,35964,34737,35693,36840,35902,36572,36953,36496,37368,34985,34094,33591,32365,33088,32079,32483,34263,37286,37828,36412,36402,37840,193353,189694,358494,548188,350046,0,151719,149151,284547,433698,289901,289901,17869,16809,28035,44844,24341,0,14937,13495,28025,41520,22295,0,8828,10239,17887,28126,13509,0,0.1895548552274704,0.19170118868350983,0.19837293028831482,0.20287764072418213,0.21749339997768402,0.07477544248104095,0.0731063038110733,0.06918429583311081,0.06560523062944412,0.06336694955825806,0.06511087715625763,0.06720322370529175,0.06549213081598282,0.0667143389582634,0.06740935891866684,0.06657569855451584,0.06816639751195908,0.06381934881210327,0.06219399347901344,0.061276424676179886,0.09245927631855011,0.09452471882104874,0.09164223819971085,0.09279637783765793,0.09788142144680023,0.10651742666959763,0.10806579887866974,0.1040206179022789,0.1039920449256897,0.10810007899999619,0.42037105560302734,898234,875318,87054,78752
2012,WI,1088172,36721,36631,37138,38719,41736,42483,41014,39302,36090,34446,34257,35470,36580,35935,36614,36908,36580,37344,34998,34115,33512,32411,33088,32009,32451,34195,37178,37688,36293,36266,190945,193335,358801,552136,345091,0,149484,151032,283717,434749,283828,283828,17360,17681,28377,46058,24280,0,15384,13940,27943,41883,23135,0,8717,10682,18764,29446,13848,0,0.19231192767620087,0.19184058904647827,0.1944957971572876,0.20277567207813263,0.21857602894306183,0.07694300264120102,0.07428242266178131,0.07118173688650131,0.06536433100700378,0.062386803328990936,0.062044497579336166,0.06424141675233841,0.06625179201364517,0.06508360058069229,0.06631337106227875,0.0668458491563797,0.06625179201364517,0.06763550639152527,0.06338655948638916,0.06178731471300125,0.09711061418056488,0.09392015635967255,0.09588195383548737,0.09275524318218231,0.09403606504201889,0.09908980876207352,0.10773390531539917,0.10921177268028259,0.10516936331987381,0.10509111732244492,0.42135170102119446,897227,868061,87698,80402
2013,WI,1087586,36576,36727,36716,37735,41335,42197,42519,40215,37663,34599,33936,34137,35199,36683,36058,36699,36998,36540,37419,35025,34121,33603,32387,33039,32006,32386,34132,37048,37695,36193,189089,197193,358694,555887,342610,0,147259,153459,282367,435826,280065,280065,17069,18109,28891,47000,24160,0,15957,14326,27876,42202,24015,0,8804,11299,19560,30859,14370,0,0.19343271851539612,0.1942312866449356,0.19417311251163483,0.19956211745738983,0.21860076487064362,0.07590930908918381,0.07648856937885284,0.0723438411951065,0.06775297969579697,0.06224106624722481,0.06104837730526924,0.06140996143221855,0.06332042068243027,0.06599003076553345,0.06486570090055466,0.06601881235837936,0.06655669212341309,0.06573278456926346,0.067314043641090393,0.0630074068903923,0.09959137439727783,0.09807945042848587,0.09453022480010986,0.09643325954675674,0.0934181734919548,0.09452730417251587,0.09962347894906998,0.10813461244106293,0.11002305895090103,0.10563906282186508,0.41816288232803345,898497,863150,88229,82174
2014,WI,1086930,36701,36643,36790,37196,40294,41609,42208,41982,38584,36018,34132,33750,33885,35364,36787,36112,36848,37017,36577,37438,35036,34152,33654,32304,33032,31889,32348,34024,37018,37538,187624,200401,357910,558311,340995,0,145328,155635,280149,435784,276912,276912,16927,18418,29452,47870,24392,0,16495,14689,27794,42483,24799,0,8874,11659,20515,32174,14892,0,0.19560930132865906,0.1953001767396927,0.1960836499929428,0.19824755191802979,0.21475930511951447,0.07452656328678131,0.07559943944215775,0.07519464939832687,0.06910843402147293,0.06451243162155151,0.06113438680768013,0.060450177639722824,0.06069197878241539,0.06334104388952255,0.06588979810476303,0.0646807998418808,0.06599906086921692,0.06630175560712814,0.06551366299390793,0.06705581396818161,0.1027463749051094,0.10015396028757095,0.09869352728128433,0.09473452717065811,0.09686945378780365,0.0935174971818924,0.09486356377601624,0.09977859258651733,0.1085587739944458,0.11008372902870178,0.41300684213638306,899306,858024,89189,83777
2015,WI,1084088,37168,36626,36606,37217,39651,40459,41586,41713,40254,36867,35487,33972,33463,34019,35478,36900,36145,36776,37060,36506,37288,35068,34082,33600,32260,32914,31821,32244,33928,36930,187268,200879,355806,556685,340135,0,144088,155821,276513,432334,274555,274555,16964,18160,30062,48222,24591,0,17222,15041,27723,42764,25565,0,8994,11857,21508,33365,15424,0,0.1984749138355255,0.19558066129684448,0.19547386467456818,0.19873656332492828,0.21173398196697235,0.07267844676971436,0.0747029259800911,0.0749310627579689,0.0723101943731308,0.06622596085071564,0.06374700367450714,0.06102553382515907,0.06011119484901428,0.061109963804483414,0.06373083591461182,0.06628524512052536,0.06492900103330612,0.06606249511241913,0.0665726587176323,0.06557748466730118,0.10962706059217453,0.1031002402305603,0.10020139068365097,0.09878430515527725,0.09484469145536423,0.09676746279001236,0.09355402737855911,0.09479765594005585,0.0997486263513565,0.10857453942298889,0.41047054529190063,896820,850977,89777,85551
2016,WI,1081705,36543,37214,36702,36921,39480,39639,40334,41157,40062,38410,36308,35414,33753,33634,34190,35557,37034,36225,36776,37045,36463,37328,35031,34067,33653,32186,32906,31723,32175,33775,186860,199602,355936,555538,339307,0,142688,154943,274510,429453,272492,272492,16936,17442,31025,48467,24582,0,18089,15419,27893,43312,26320,0,9147,11798,22508,34306,15913,0,0.19556352496147156,0.19915445148944855,0.19641442596912384,0.19758643209934235,0.2112811803817749,0.07135245203971863,0.0726034939289093,0.07408493757247925,0.07211387902498245,0.06914018839597702,0.06535646319389343,0.06374721229076385,0.06075732037425041,0.060543112456798553,0.06154394522309303,0.06400462239980698,0.06666330993175507,0.06520706415176392,0.06619889289140701,0.06668310612440109,0.10746315121650696,0.1100124642252922,0.10324278473854065,0.10040169954299927,0.09918157011270523,0.09485805034637451,0.096980020403862,0.0934935063123703,0.0948256328701973,0.09954112023115158,0.40886759757995605,894845,844633,89985,87721
2017,WI,1083387,35979,36611,37310,36978,39049,39640,39580,39973,39597,38371,37820,36314,35404,33841,33918,34323,35713,37170,36332,36888,37077,36638,37290,35001,34094,33575,32201,32820,31745,32135,185927,197161,357723,554884,342576,0,140843,152741,274080,426821,274423,274423,16846,16932,32061,48993,24611,0,18862,15809,28213,44022,26919,0,9376,11679,23369,35048,16623,0,0.19351142644882202,0.19691061973571777,0.20067015290260315,0.1988845020532608,0.21002328395843506,0.07143835723400116,0.071330226957798,0.07203847914934158,0.07136086374521255,0.0691513866186142,0.06815838813781738,0.06544430553913116,0.06380432844161987,0.06098752096295357,0.061126288026571274,0.06185617297887802,0.06436119973659515,0.06698697060346603,0.06547674536705017,0.06647875905036926,0.10823000222444534,0.10694853216409683,0.10885176062583923,0.10217002779245377,0.09952244162559509,0.0980074480175972,0.09399665892124176,0.09580355882644653,0.09266556799411774,0.0938040018081665,0.40890777111053467,897460,842087,90450,89803
2018,WI,1086345,35864,36000,36741,37389,39186,39445,39703,39118,38057,38016,37687,37552,36035,35520,34120,34015,34557,35854,37330,36408,36948,37187,36712,37421,35107,34035,33584,32143,32854,31757,185180,194339,359078,553417,347748,0,139667,149969,273886,423855,277916,277916,16567,16663,32732,49395,24980,0,19513,16524,28766,45290,27712,0,9433,11183,23694,34877,17140,0,0.19367101788520813,0.1944054365158081,0.19840694963932037,0.2019062489271164,0.2116103321313858,0.07127536833286285,0.07174155861139297,0.07068449258804321,0.06876730918884277,0.06869322806596756,0.06809873878955841,0.06785479933023453,0.06511364877223969,0.0641830638051033,0.06165332719683647,0.061463598161935806,0.06244296953082085,0.06478659063577652,0.06745365262031555,0.06578764319419861,0.1062493547797203,0.10693663358688354,0.1055707037448883,0.10760953277349472,0.1009552925825119,0.09787259995937347,0.09657568484544754,0.09243187308311462,0.09447646141052246,0.09132187813520432,0.4135165810585022,901165,841438,90942,92515
2019,WI,1089703,36355,35937,36124,36828,39573,39491,39413,39240,37404,36251,37280,37475,37410,36223,35711,34266,34260,34729,35921,37440,36487,37042,37158,36735,37477,35025,34023,33562,32096,32767,184817,191799,360715,552514,352372,0,138563,147595,274126,421721,281037,281037,16443,16329,33379,49708,25330,0,20261,17018,29385,46403,28149,0,9550,10857,23825,34682,17856,0,0.1967080980539322,0.19444639980793,0.19545820355415344,0.19926738739013672,0.21411991119384766,0.07147511094808578,0.07133393734693527,0.07102082669734955,0.06769783049821854,0.06561100482940674,0.067473404109478,0.06782633811235428,0.06770869344472885,0.06556032598018646,0.06463366001844406,0.06201833859086037,0.06200747936964035,0.06285632401704788,0.06501373648643494,0.06776298582553864,0.10354682058095932,0.10512185841798782,0.1054510548710823,0.10425062477588654,0.10635635256767273,0.09939779341220856,0.0965542122721672,0.09524593502283096,0.09108556061983109,0.09298979490995407,0.4133872985839844,904886,841321,91481,94813
1990,WV,404134,13038,12655,13590,14252,15298,14080,12711,11725,11386,11568,12043,12335,12707,12373,13755,13980,13991,14473,14925,14836,14666,14342,14598,13774,14595,14277,13776,13670,14234,10481,68833,61470,135418,196888,138413,0,65501,58660,129669,188329,133118,133118,2524,2045,4451,6496,3747,0,339,292,558,850,606,0,469,473,740,1213,942,0,0.18941496312618256,0.18385076522827148,0.19743436574935913,0.2070518434047699,0.22224804759025574,0.07151273638010025,0.06455954909324646,0.05955162271857262,0.057829830795526505,0.05875421687960625,0.061166755855083466,0.06264983117580414,0.06453923135995865,0.06284283101558685,0.06986205279827118,0.07100483775138855,0.07106070220470428,0.07350879907608032,0.07580451667308807,0.07535248249769211,0.1059582531452179,0.10361743718385696,0.10546696931123734,0.09951377660036087,0.10544529557228088,0.10314782708883286,0.0995282232761383,0.0987624004483223,0.10283716022968292,0.07572265714406967,0.42929989099502563,335301,386948,12767,1795
1991,WV,405594,12710,12964,13322,13457,14782,15094,13728,12348,11507,11600,11241,11757,12325,11886,13297,13208,13494,13858,14564,15364,14622,14432,14647,13831,15256,14331,13916,13688,13623,14742,67235,64277,130994,195271,143088,0,63950,61158,125535,186693,137539,137539,2446,2225,4146,6371,3995,0,352,318,575,893,575,0,487,576,738,1314,979,0,0.1890384405851364,0.19281624257564545,0.19814084470272064,0.20014873147010803,0.21985572576522827,0.07729770243167877,0.07030230015516281,0.06323519349098206,0.05892835929989815,0.05940462276339531,0.05756615102291107,0.06020863354206085,0.06311741471290588,0.0608692541718483,0.06809511035680771,0.06763932853937149,0.06910396367311478,0.07096803933382034,0.07458353042602539,0.07868039608001709,0.10218886286020279,0.10086100548505783,0.10236357897520065,0.0966607928276062,0.1066197007894516,0.10015515238046646,0.09725483506917953,0.09566140919923782,0.09520714730024338,0.10302750766277313,0.4200044572353363,338359,388182,12812,1820
1992,WV,403549,13318,12674,13677,13201,13922,14593,14670,13276,12093,11637,11322,10944,11800,11574,12678,12881,12829,13444,13975,15009,15237,14422,14701,13962,15193,15006,13969,13820,13659,14063,66792,66269,126456,192725,144032,0,63486,63062,121063,184125,138328,138328,2448,2164,3925,6089,4200,0,365,385,627,1012,582,0,493,658,841,1499,922,0,0.19939513504505157,0.18975326418876648,0.204770028591156,0.1976434290409088,0.20843814313411713,0.07571928948163986,0.0761188194155693,0.06888572126626968,0.06274744123220444,0.06038137152791023,0.05874691903591156,0.05678557604551315,0.061227135360240936,0.0600544810295105,0.06578285247087479,0.0668361634016037,0.0665663480758667,0.06975742429494858,0.07251264899969101,0.07787780463695526,0.10578899085521698,0.10013052821159363,0.10206759721040726,0.09693679213523865,0.10548350214958191,0.10418517887592316,0.09698539227247238,0.0959509015083313,0.09483309090137482,0.09763802587985992,0.40608155727386475,336757,385939,12737,1959
1993,WV,403319,13306,13312,13413,13586,13661,13800,14191,14152,12976,12154,11422,10990,11057,11158,12292,12433,12636,12881,13675,14470,15030,15086,14697,14153,15249,15029,14687,13890,13853,14080,67278,67273,123014,190287,145754,0,63938,63963,117819,181782,139856,139856,2487,2208,3706,5914,4372,0,370,407,604,1011,607,0,483,695,885,1580,919,0,0.19777639210224152,0.1978655755519867,0.19936680793762207,0.2019382268190384,0.20305299758911133,0.07252202928066254,0.07457682490348816,0.07437186688184738,0.06819172948598862,0.06387194246053696,0.06002511829137802,0.057754866778850555,0.05810696631669998,0.05863774195313454,0.06459715962409973,0.0653381496667862,0.06640495359897614,0.06769248843193054,0.07186512649059296,0.0760430321097374,0.10311895608901978,0.10350316017866135,0.10083428025245667,0.09710196405649185,0.10462148487567902,0.10311209410429001,0.10076567530632019,0.09529755264520645,0.09504370391368866,0.09660112112760544,0.4049912095069885,336041,385576,12773,1988
1994,WV,401626,13232,13225,13956,13284,13976,13499,13320,13568,13729,12890,11892,11020,11126,10459,11684,12057,12199,12718,13101,14101,14508,14857,15324,14210,15292,15050,14655,14591,13918,14185,67673,67006,120357,187363,146590,0,64327,63669,115110,178779,140650,140650,2508,2262,3665,5927,4421,0,381,423,648,1071,606,0,457,652,934,1586,913,0,0.19552849233150482,0.19542506337165833,0.20622700452804565,0.19629690051078796,0.20652253925800323,0.07204730808734894,0.07109194248914719,0.07241557538509369,0.0732748731970787,0.06879693269729614,0.06347037851810455,0.05881631001830101,0.05938205495476723,0.05582211911678314,0.06236023083329201,0.06435102224349976,0.06510890275239944,0.06787893176078796,0.06992308795452118,0.07526032626628876,0.09896991401910782,0.10135070234537125,0.10453645884990692,0.09693703800439835,0.10431816428899765,0.10266730189323425,0.09997271001338959,0.09953612089157104,0.09494508802890778,0.09676649421453476,0.4028194546699524,333953,383756,12856,2058
1995,WV,398413,13523,13281,13810,13786,13549,13678,12908,12629,13067,13463,12577,11406,11130,10495,10811,11513,11862,12296,12919,13474,14165,14311,14972,14826,15142,15053,14628,14474,14542,14123,67949,65745,118483,184228,146236,0,64537,62414,113326,175740,140253,140253,2587,2279,3553,5832,4524,0,383,405,666,1071,596,0,442,647,938,1585,863,0,0.19901691377162933,0.1954554170370102,0.20324066281318665,0.20288746058940887,0.19939954578876495,0.07424495369195938,0.07006535679101944,0.06855092942714691,0.0709284171462059,0.07307792454957962,0.06826866418123245,0.0619124136865139,0.06041426956653595,0.05696745216846466,0.05868271738290787,0.0624932162463665,0.06438760459423065,0.0667433813214302,0.07012506574392319,0.07313763350248337,0.09686397016048431,0.0978623628616333,0.10238245129585266,0.10138406604528427,0.10354495793581009,0.10293634980916977,0.1000300869345665,0.0989769995212555,0.0994419977068901,0.0965767651796341,0.40228700637817383,330464,380530,12943,2050
1996,WV,395201,12849,13398,13691,13672,14056,13280,13089,12197,12105,12743,13213,12043,11595,10578,10795,10763,11429,12061,12543,13308,13634,14011,14451,14647,15705,14954,14659,14478,14503,14751,67666,63414,118328,181742,145793,0,64286,60245,113065,173310,139641,139641,2555,2143,3541,5684,4626,0,402,422,678,1100,619,0,423,604,1044,1648,907,0,0.18988856673240662,0.1980019509792328,0.2023320496082306,0.20205125212669373,0.20772618055343628,0.07307061553001404,0.07201967388391495,0.06711161881685257,0.06660540401935577,0.07011587917804718,0.07270196080207825,0.06626426428556442,0.06379923224449158,0.05820338800549507,0.059397388249635696,0.059221312403678894,0.06288585066795349,0.06636330485343933,0.06901542097330093,0.07322467863559723,0.09351614862680435,0.09610200673341751,0.09911998361349106,0.1004643589258194,0.1077212244272232,0.102570079267025,0.10054666548967361,0.0993051826953888,0.099476657807827,0.10117769986391068,0.40977743268013,327535,377237,12865,2121
1997,WV,389933,12643,12762,13747,13501,13844,13697,12611,12277,11628,11698,12500,12560,12234,11014,10757,10782,10715,11637,12325,12937,13511,13473,14083,14151,15336,15495,14508,14452,14476,14579,66497,61911,117461,179372,144064,0,63136,58759,112246,171005,137979,137979,2495,2171,3481,5652,4581,0,425,368,709,1077,624,0,441,613,1025,1638,880,0,0.1901288777589798,0.19191843271255493,0.20673112571239471,0.2030317187309265,0.20818984508514404,0.07636085897684097,0.07030640542507172,0.06844434887170792,0.06482616811990738,0.06521642208099365,0.06968757510185242,0.07002207636833191,0.06820462644100189,0.06140311807394028,0.05997034162282944,0.06010971590876579,0.05973619222640991,0.06487634778022766,0.06871195137500763,0.07212385535240173,0.09378470480442047,0.09352093189954758,0.09775516390800476,0.09822717308998108,0.10645268857479095,0.10755636543035507,0.10070524364709854,0.10031652450561523,0.10048311948776245,0.10119807720184326,0.41122156381607056,323436,372120,12728,2126
1998,WV,384471,12256,12541,13005,13558,13639,13464,12962,11787,11653,11158,11515,11846,12784,11649,11095,10847,10822,11009,11956,12745,13223,13391,13509,13897,14693,15128,15039,14306,14479,14515,64999,61024,116268,177292,142180,0,61618,57871,110992,168863,136136,136136,2508,2154,3527,5681,4532,0,423,388,681,1069,675,0,450,611,1068,1679,837,0,0.1885567456483841,0.19294142723083496,0.200080007314682,0.20858782529830933,0.2098339945077896,0.0759425163269043,0.07311102747917175,0.06648354232311249,0.06572772562503815,0.0629357248544693,0.06494934856891632,0.06681632250547409,0.07210703194141388,0.06570516526699066,0.06258037686347961,0.061181552708148956,0.061040543019771576,0.06209529936313629,0.06743676960468292,0.0718870535492897,0.0930018275976181,0.09418343007564545,0.09501336514949799,0.09774229675531387,0.10334083437919617,0.10640034079551697,0.10577437281608582,0.10061893612146378,0.101835697889328,0.10208889842033386,0.41842180490493774,319472,366617,12721,2167
1999,WV,378544,11556,12104,12689,12826,13643,13239,12703,12046,11147,11098,10994,10895,12080,12234,11632,11292,10959,11196,11377,12453,13107,13143,13427,13372,14337,14594,14718,14837,14378,14468,62818,60233,115112,175345,140381,0,59518,57040,109886,166926,134393,134393,2397,2136,3449,5585,4390,0,447,426,699,1125,680,0,456,631,1078,1709,918,0,0.18396000564098358,0.1926836222410202,0.20199623703956604,0.2041771411895752,0.2171829789876938,0.07550258189439774,0.07244575023651123,0.06869885325431824,0.06357181817293167,0.06329236924648285,0.06269925087690353,0.062134649604558945,0.06889275461435318,0.06977102160453796,0.06633779406547546,0.06439875811338425,0.06249964237213135,0.0638512670993805,0.0648835152387619,0.07101999223232269,0.09336733818054199,0.09362377971410751,0.09564684331417084,0.0952550545334816,0.10212920606136322,0.10395994037389755,0.10484325140714645,0.10569094121456146,0.10242126882076263,0.10306238383054733,0.4213601350784302,315726,360837,12372,2252
2000,WV,372674,11557,11563,12328,12530,13080,13298,12552,11914,11376,10542,10913,10420,11111,11546,11957,11714,11489,11301,11521,11725,12638,12997,13106,13270,13883,14100,14401,14543,14887,14412,61058,59682,113697,173379,138237,0,57669,56250,108166,164416,131900,131900,2354,2227,3475,5702,4400,0,543,501,823,1324,776,0,492,704,1233,1937,1161,0,0.18927904963493347,0.1893773078918457,0.20190638303756714,0.2052147090435028,0.21422253549098969,0.07669902592897415,0.07239630818367004,0.06871651113033295,0.06561348587274551,0.060803212225437164,0.06294303387403488,0.06009954959154129,0.06408503651618958,0.06659399718046188,0.06896452605724335,0.06756296753883362,0.06626523286104202,0.06518090516328812,0.06644979864358902,0.06762641668319702,0.09142269939184189,0.09401968866586685,0.0948081910610199,0.09599456191062927,0.1004289761185646,0.10199873894453049,0.10417616367340088,0.10520338267087936,0.10769186168909073,0.10425573587417603,0.4194372296333313,311616,353985,12456,2643
2001,WV,366161,11441,11498,11468,12189,12681,13126,13447,11801,11536,10966,9918,10773,10330,10942,11421,11899,11672,11410,11293,11488,11643,12562,12936,13057,13212,13833,14017,14347,14461,14794,59277,60876,111146,172022,134862,0,55774,57409,105711,163120,128737,128737,2385,2214,3356,5570,4189,0,570,579,886,1465,775,0,548,674,1193,1867,1161,0,0.19300909340381622,0.1939706802368164,0.19346457719802856,0.20562781393527985,0.21392783522605896,0.07630419731140137,0.07817023247480392,0.06860169023275375,0.06706119328737259,0.06374765932559967,0.057655416429042816,0.0626257136464119,0.06005045771598816,0.06360813975334167,0.06639266759157181,0.06917138397693634,0.06785178929567337,0.06632872670888901,0.06564857810735703,0.0667821541428566,0.08633269369602203,0.09314706921577454,0.09592027217149734,0.0968174859881401,0.09796681255102158,0.1025715172290802,0.10393587499856949,0.1063828244805336,0.10722813010215759,0.10969731956720352,0.4195556640625,306884,347631,12144,2810
2002,WV,361884,11296,11459,11476,11591,12485,12756,13335,12909,11499,11301,10551,9898,10739,10196,10956,11504,11949,11652,11507,11272,11512,11648,12527,12917,13110,13283,13751,14059,14319,14427,58307,61800,110224,172024,131553,0,54806,58206,104692,162898,125557,125557,2342,2232,3371,5603,4025,0,604,646,944,1590,790,0,555,716,1217,1933,1181,0,0.19373317062854767,0.19652871787548065,0.19682027399539948,0.19879259169101715,0.21412523090839386,0.07415244728326797,0.07751825451850891,0.07504185289144516,0.06684532761573792,0.06569432467222214,0.06133446469902992,0.057538483291864395,0.0624273344874382,0.05927079916000366,0.06368878483772278,0.06687439233064651,0.06946124136447906,0.0677347332239151,0.06689182668924332,0.06552574038505554,0.08750845491886139,0.08854226022958755,0.09522397816181183,0.09818856418132782,0.0996556505560875,0.10097070783376694,0.10452821105718613,0.10686947405338287,0.10884586721658707,0.10966682434082031,0.412917822599411,303577,343261,11970,2984
